Artist,song,lyrics
Justin Timberlake,lets take a ride,"Hop in the car and go with me
You don't have to pack everything
Don't you want to feel the breeze?
And forget everything, baby
Hop in the car and go with me
You don't have to pack everything
Don't you want to feel the breeze?
And forget everything baby
Got laid off at your job today
You've been working at this place for years
And though you were underpaid
Mami that place isn't worth your tears
(Oh, oh)
I know that life is hard on you
And you can't seem to find out why
I'll explain, just grab your coat, girl
And just join me on this ride
Let's take a ride, on the country side
Let's just get away
We can spend the night, till the morning light
Let's just get away
Girl you're the best
You could be
An angel among society
But you get crushed
From what you see
You try to hard to help and that's enough for me
(Woo)
Try to change what you can
And accept all the things you cannot
(Don't stress yourself baby)
I know you want to fly away from the world
But for now with the time we've got
Let's take a ride, on the country side
Let's just get away
We can spend the night, till the morning light
Let's just get away
Let's take a ride, on the country side
Let's just get away
(Let's just get away)
We can spend the night, till the morning light
Let's just get away
(Let's just get away)
Maybe if you consider us just riding
That once you feel like a winner
No more crying
And baby I know just what you need
(I know)
To let your hair down so that you feel free, yea
It hurts me to watch you sing the blues
(It hurts me baby)
Girl you're so confused
(Let's get away)
And I know what to do
Let's take a ride, on the country side
Let's just get away
(Let's just get away)
We can spend the night, till the morning light
Let's just get away
(Let's just get away)
Let's take a ride
Hop in the car and go with me
You don't have to pack everything
Don't you want to feel the breeze?
And forget everything, baby
(Let's take a ride)
Hop in the car and go with me
You don't have to pack everything
Don't you want to feel the breeze?
And forget everything, baby
Let's take a ride
Let's go girl
Let's go girl
Let's go girl"
Justin Timberlake,like i love you,"Just something about you
The way I'm lookin' at you whatever
You keep lookin' at me
You gettin' scared now, right?
Don't fear me baby, it's just destiny
It feel good right?
Listen
I kind of noticed, something wasn't right
From your colorful face
It's kind of weird to me
Since you're so fine
If it's up to me your face will change
If you smile then that should set the tone
Just be limber
And if you let go the music should groove your bones
Just remember
Sing this song with me
Ain't nobody love you like I love you
You're a good girl and that's what makes me trust ya (hey!)
Late at night I talk to you
You will know the difference when I touch you
See people are so phony
Nosy 'cause they're lonely
Aren't you sick of the same thing?
They say so and so was dating
Love you or they're hatin'
When it doesn't matter anyway
'Cause we're here tonight
If you smile then that should set the tone
Just be limber, baby
And if you let go the music should groove your bones
Baby just remember
Sing this song with me
Ain't nobody love you like I love you
You're a good girl and that's what makes me trust ya (hey!)
Late at night I talk to you
You will know the difference when I touch you
Yeah, you know I can make ya happy
I could change your life
If you give me that chance to be your man
I won't let you down baby
If you give me that chance to be your man
Here baby, put on my jacket
And then
Maybe we'll fly the night away (I just wanna love you baby)
Girl (Yeah, yeah, yeah)
Maybe we'll fly the night away (I just wanna love you baby)
Girl
Ma, what chu wanna do?
I'm in front of you
Grab a friend see, I can have fun with two
Or me and you put on a stage show
In the mall kids ask ""how the chain glow?""
Point to her they say, ""wow, it's the same glow""
Point to me I say, ""yeah, it's the same dough""
We the same type, you my a alike
You have me sleepin in the same bed every night
Go ride wit me you deservin' the best
Take a few shots let it burn in your chest
We could ride down pumpin N.E.R.D. in the deck
Funny how a few words turn into sex
Play number 3, joint called ""Brain"" (I just love your, brain)
Ma, took a hint, make me swerve in the lane
The name Malicious and I burn every track
Clipse and J. Timberlake, now how heavy is that?
Maybe we'll fly the night away (I just wanna love you baby)
Girl (Yeah, yeah, yeah)
Maybe we'll fly the night away (I just wanna love you baby)
Girl
Ain't nobody love you like I love you
You're a good girl and that's what makes me trust ya (hey!)
Late at night I talk to you
You will know the difference when I
Break it down
You know, I used to dream about this when I was a little boy
I never thought it would end up this way, drums (hey!)
It's kind of special right? yeah
You know, you think about it
Sometimes people, just destined
Destined to do what they do
And that's what it is
Now everybody dance"
Justin Timberlake,livin off the land,"You have to be comfortable with yourself because that's all there is
There's you and nature
You think you got it all figured out, you know
The wilderness will figure some way to teach you a lesson
As I'm alone in the forest I'm in one with my surroundings
And there's a lot of peace in that solitude
I'll be a mountain man 'til the day I die
And I break my back
And I work all night
At times I do all their work too
It don't break my stride
I just keep moving forward
At times I wish there was two
So I have somebody else that could help me help you
I'll be damned, sometimes it's hard, the backed-up bills on the credit card
She keep on threatenin' to leave
If you don't get on your knees and repay the money you spent
But like her trust, you're gambling it
Sunday, you go to church
Back on your knees and you're tryna' soul search, singing
I'm just a man doing the best that I can
Saint or a sinner, the loser can be a winner with a plan
When you're living off the land
Why you waste what you ain't got
On that Power Ball
Has it not quite dawned on you, that don't work at all
See the easy thing to do
Is the hardest thing for you
You just open up yourself
So the truth could come through
I'll be damned, sometimes it's hard, the backed-up bills on the credit card
She keep on threatenin' to leave
If you don't get on your knees and repay the money you spent
But like her trust, you're gambling it
Sunday, you go to church
Back on your knees and you're tryna' soul search, singing
I'm just a man doing the best that I can
Saint or a sinner, the loser can be a winner with a plan
When you're living off the land
Living off the land
Living off the land
Living off the land
I'll be damned, sometimes it's hard, the backed-up bills on the credit card
She keep on threatenin' to leave
If you don't get on your knees and repay the money you spent
But like her trust, you're gambling it
Sunday, you go to church
Back on your knees and you're tryna' soul search, singing
I'm just a man doing the best that I can
Saint or a sinner, the loser can be a winner with a plan
When you're living off the land
Living off the land
Living off the land
I'm just a man doing the best that I can
Saint or a sinner, the loser can be a winner with a plan
When you're living off the land
If you just open yourself (If you just open yourself)
If you just open yourself (If you just open yourself)
If you just open yourself (If you just open yourself)
You'll see, you got what you need
When you're living off the land"
Justin Timberlake,loose ends,"Dear mom, Alana's in her second trimester
Stressed out 'cause I'm gone, she acting all extra
We're happy 'cause she knows it's a girl
But we doubtful if we should bring another one in the world
An' the pic you sent with you, and the kids is da bomb
I'm keepin' all my photos in my 23rd Psalm
My best friend Armani lost her arm at the border
Just tryin' to restore a little peace and order
An' it's strange 'cause she reads the Koran
Torn between what side she needs to be on
Haven't slept for days, I squeeze Visine
'Cause no man's eyes should see what I've seen
Soldiers lost their mind, robbin', pillagin'
Tomahawk missiles into civilian villages
And they ease the pain with narcotics
I'm scared but I'm tryin' to remain patriotic
My father, forgive us
'Cause we know not what we doin'
And my brothers, how we gonna tie up
All these loose ends'
And my mother, tryin' to use
Ev'rything you taught me to keep it movin'
And my brothers and sisters, how we gonna tie up
All these loose ends'
New message from mom, at Bringbackthetroopsdot.com
At home they 'Nam, so sad you had to miss Shavonne's prom
Just some songs off the Marvin Gaye 'what's Going On' album
And her smile lit up the room
She asks me if at night when she stares at the moon
Is it possible at the same moment of time
You're starin' as well' 'Cause you two were in tune
Your dad's Purple Heart now hangs over his ashes
An' Trini's alive and wake up with hot flashes
They say the disease's gastric
Have yet to explain the migraines and rashes
And have you seen what the price of gas is'
We can't afford the property taxes
We just want you back at home
Where you belong with your family
You're the backbone
My father, forgive us
'Cause we know not what we doin'
And my brothers, how we gonna tie up
All these loose ends'
And my mother, tryin' to use
Ev'rything you taught me to keep it movin'
And my brothers and sisters, how we gonna tie up
All these loose ends'
Tell me how can we live this way
We've gone so far astray, no one knows what to say
We got young peoples lives at stake
What is it gonna take for us to find a way'
The world is changin', we in danger
'Cause we ain't changin our behavior
We behave like calm is nothing
Ain't concerned with repercussions, ain't that somethin'
Check 'em out now, pointin' fingers
When they know how we got to this point of terror
Precaution could have made the road clearer
But we stuck with mediocre leadership
So we'll just suffer
Who knows what the hell is going on
With conflicts they keep on growing
It's a fucked up situation
When you ain't got no education
On the problem or know what it's about
You gotta help me out"
Justin Timberlake,losing my way,"Hey, excuse me
Hi, my name is Bob, and I work at my job
I make forty-something dollars a day
I used to be the man in my hometown
Till I started to lose my way
It all goes back to when I dropped out of school
Having fun, I was living the life
But now I got a problem with that little white rock
See, I can't put down the pipe
And it's breaking me down
Watching the world spin 'round
While my dreams fall down
Is anybody out there?
It is breaking me down
No more friends around
And my dreams fall down
Is anybody out there?
Can anybody out there hear me?
'Cause I can't seem to hear myself
Can anybody out there see me?
'Cause I can't seem to see myself
There's gotta be a heaven somewhere
Can you save me from this hell?
Can anybody out there feel me?
'Cause I can't seem to feel myself
Losing my way
Keep losing my way
Keep losing my way
Can you help me find my way?
Losing my way
Keep losing my way
Keep losing my way
Can you help me find my way?
Now you gotta understand I was a family man
I would have done anything for my own
But I couldn't get a grip on my new found itch
So I ended up all alone
I remember where I was when I got my first buzz
See, I thought I was living the life
And the craziest thing is
I'll probably never know the color of my daughter's eyes
And it is breaking me down
Watching the world spin 'round
While my dreams fall down
Is anybody out there?
It is breaking me down
No more friend around
And my dreams fall down
Is anybody out there?
Can anybody out there hear me?
'Cause I can't seem to hear myself
Can anybody out there see me?
'Cause I can't seem to see myself
There's gotta be a heaven somewhere
Can you save me from this hell?
Can anybody out there feel me?
'Cause I can't seem to feel myself
Losing my way
Keep losing my way
Keep losing my way
Can you help me find my way?
Losing my way
Keep losing my way
Keep losing my way
Can you help me find my way?
Oh my god, please forgive me
(Father, hear my prayer)
'Cause I know I've done some wrong in this life
If I could do it all again
Have just one more chance
To take all those wrongs and make them right
Can anybody out there hear me?
'Cause I can't seem to hear myself
Can anybody out there see me?
'Cause I can't seem to see myself
There's gotta be a heaven somewhere
Can you save me from this hell?
Can anybody out there feel me?
'Cause I can't seem to feel myself
Can anybody out there hear me?
'Cause I can't seem to hear myself
Can anybody out there see me?
'Cause I can't seem to see myself
There's gotta be a heaven somewhere
Can you save me from this hell?
Can anybody out there feel me?
'Cause I can't seem to feel myself
Losing my way
Keep losing my way
Keep losing my way
Can you help me find my way?
Losing my way
Keep losing my way
Keep losing my way
Can you help me find my way?"
Justin Timberlake,love dealer,"Let's go,
Baby I gotta have some more,
(Turn the track up)
What's it gonna take to get a score,
(Turn the beat up, yeah)
Got me like a fiend banging on your door,
(I think I want some of that)
Why don't you meet me on the floor?
And then?
Step into my office won't you try to sample, a taste of my stuff
(JT: yeah c'mon))
I've got a million different flavors all the boys say they can't get enough,
Once I'm under your skin you're begging me for more,
You'll get addicted to this but baby you've been more,
Don't let these innocent eyes fool you when I'm on the floor, the floor, the floor
'Cause I could be your dealer,
I can be your only friend when you need her,
I'll keep you coming back again,
You can call me anytime I can make you feel fine,
Look into my bag of tricks if you need a fix,
Then I'm your dealer, hey!
Love love dealer, hey (check it out)
All those other pushers they say
They got that good stuff that you already know
(You already know what it is)
That they can't do what I do, oh no,
I'll take you places you never thought you'd go,
I can get you so high with the things I do,
You get a rush in your veins and we start to move,
Don't let these innocent eyes fool you when I'm on the floor, the floor, the floor,
You can call me anytime I can make you feel fine,
Look into my bag of tricks if you need a fix,
Then I'm your dealer, hey!
Love love dealer, hey (check it out)
Break it down
JT: Baby I gotta have some more,
ED: Eyes roll back and you feel dizzy,
JT: What's it gonna take to get a score,
ED: Now you got me in your system.
JT: Got me like a fiend banging on your door,
ED: So now you know what you've been missing,
JT:Why don't you meet me on the floor?
And then?
You ain't gotta say that you like it,
I can tell by the look in your eyes,
Won't you give it a try, you'll be mine,
'Cause I could be your dealer,
I can be your only friend when you need her,
I'll keep you coming back again,
You can call me anytime I can make you feel fine,
Look into my bag of tricks if you need a fix,
Then I'm your dealer, hey!
Love love dealer, hey (check it out)
'Cause I could be your dealer,
I can be your only friend when you need her,
I'll keep you coming back again,
You can call me anytime I can make you feel fine,
Look into my bag of tricks if you need a fix,
Then I'm your dealer, hey!
Love love dealer, hey (check it out)"
Justin Timberlake,love dont love me,"Five foot nine
She's got legs for days
(For days)
Green eyes that cut like a knife
And her own little sexy sway
No, she don't waste no time
Moving to the floor
(To the floor)
And when she starts to move she had me
Calling your mama saying you want to go home
Baby, tell me
Why can't I have you
Why you running girl
I just wanted to love you
I love you
Baby, I love you
I love you
Baby, I love you
But I guess you don't have time for me
I want you
Baby, I want you
I want you
Baby, I want you
But I guess love don't love me, noâ?¦
It's ok to be scared
Cause this girl is super bad
She will probably be
The best thing that you never had
Don't waste no time
(Don't waste your time)
Trying to make her your own (yeah, yeah)
â??Cuz what she says goes
And like Boyz II Men said this is the end of the road
Baby, tell me
Why can't I have you
Why you running girl
I just wanted to love you
I love you
Baby, I love you
I love you
Baby, I love you
But I guess you don't have time for me
I want you
Baby, I want you
I want you
Baby, I want you
But I guess love don't love me, no
Baby you said you loved me
But you led me on
Left me feeling strong (Feeling so strong, about)
About you
But I can't take no more, so I'm gonna leave you alone
Girl I'm gone girl I'm gone. Oh!
What's it gonna take to get you to love me baby?
â??Cuz I can't take it anymore
(Take it no more!)
And ya gonna be mine for sure, ya know [Repeat x2]
I love you
Baby, I love you
I love you
Baby, I love you
But I guess you don't have time for me
I want you
Baby, I want you
I want you
Baby, I want you
But I guess love don't love me, noâ?¦
(Repeat x2)
I love you
Baby, I love you
I love you
Baby, I love why
But I guess you don't have time for me
I want you
Baby, I want you
Justin Speaking: You know what?! Screw You!
But I guess love don't love me"
Justin Timberlake,love nevr felt so good,"Baby, every time I love you
It's in and out of my life, in out baby
Tell me, if you really love me
It's in and out my life, in out baby
Baby, every time I love you
It's in and out of my life, in out baby
Tell me, if you really love me
It's in and out of my life, in out baby
Baby, every time I love you
Every time I love you
Every time I love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love, love, love, love
Love, love, love, love
Love, love, love, love
Love, love, love, love
Baby, every time I love you
It's in and out of my life, in out baby
Tell me, if you really love me
It's in and out my life, in out baby
Baby, every time I love you
Every time I love you
Every time I love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you"
Justin Timberlake,love sex magic,"Your touch is so magic to me
The strangest things can happen
The way that you react to me
I wanna do something you can't imagine
Imagine if there was a million me's talking sexy to you like that
You think you can handle, boy
If I give you my squeeze and I need you to push it right back
Baby, show me, show me
What's your favorite trick that you wanna use on me
And I'll volunteer
And I'll be flowing and going
Till clothing disappears, ain't nothing but shoes on me, oh, baby
All night show with just you and the crowd
Doin' tricks you've never seen
And I bet that I can make you believe
In love and sex and magic
So let me drive my body around ya
I bet you know what I mean
Cause you know that I can make you believe
In love and sex and magic
Everything ain't what it seems
I wave my hands and I got you
And you feel so fly assisting me
But now it's my turn to watch you
I ain't goin' stop you if you wanna grab my neck
Talk sexy to me like that
Just do what I taught you, girl
When I give you my heat and I need you to push it right back
Baby show me, show me whats your favorite trick that you wanna use on me
And ill volunteer, and ill be goin' and goin' to movin',
this appears to nothin' but shoes on me, oh baby
All night show with just you and the crowd
Doin' tricks you've never seen
And I bet that I can make you believe
In love and sex and magic
So let me drive my body around ya
I bet you know what I mean
Cause you know that I can make you believe
In love and sex and magic
Oh, this is the part where we fall in love (sugar)
Oh, let's slow it down so we fall in love
But don't stop what you're doing to me
All night show with just you and the crowd
Doin' tricks you've never seen
And I bet that I can make you believe
In love and sex and magic
So let me drive my body around ya
I bet you know what I mean
Cause you know that I can make you believe
In love and sex and magic
All night show with just you and the crowd
Doin' tricks you've never seen
And I bet that I can make you believe
In love and sex and magic
So let me drive my body around ya
I bet you know what I mean
Cause you know that I can make you believe
In love and sex and magic
Uh, yeah, uh uh uh, yeah I see you on the floor
Get it girl, love, sex and magic
I see you on the floor, You know what I mean
Get it girl, I bet that I can make you believe in love and sex and magic, ow!
I see you on the floor, get it girl"
Justin Timberlake,love train,"People all over the world,
Join hands
Start a love train, love train
People all over the world
Join hands
Start a love train, a love train
The next stop that we make, will be soon
Tell all the folks we're back in town, we're bringing it all to you.
Now please don't miss the train at the station
'Cause if you miss it, I feel sorry, sorry for you
People all over the world
Join hands
Start a love train, a love train
People all over the world,
Join hands
Start a love train, a love train
Start a love train, a love train
Start a love train, a love train
People all over the world,
Sisters and brothers
Join hands
Start a love train, a love train
People all over the world,
Join hands
Start a love train, a love train
People all over the world
Join hands
Start a love train, a love train
Start a love train."
Justin Timberlake,lovestoned,"Hey!
She's freaky, and she knows it
She's freaky, and I like it
Listen
She grabs the yellow bottle
She likes the way it hits her lips
She gets to the bottom
It sends her on a trip so right
She might be going home with me tonight
She looks like a model
Except she's got a little more ass
Don't even bother
Unless you've got that thing she likes
I hope she's going home with me tonight
Those flashing lights come from everywhere
The way they hit her I have to stop and stare
She's got me love stoned
Man, I swear she's bad, and she knows
I think that she knows
She's freaky, and she knows it
She's freaky, but I like it
She shuts the room down
The way she walks and causes a fuss
The baddest in town
She's flawless like some uncut ice
I hope she's going home with me tonight
And all she wants is to dance
That's why you'll find her on the floor
But you don't have a chance
Unless you move the way that she likes
That's why she's going home with me tonight
Those flashing lights come from everywhere
The way they hit her I have to stop and stare
She's got me love stoned
Man, I swear she's bad, and she knows
I think that she knows
Those flashing lights seem to cause a glare
The way they hit her I have to stop and stare
She's got me love stoned from everywhere
She's bad, and she knows
I think that she knows
Now dance
Little girl
You're freaky, but I like it
Hot damn!
Let me put my funk on this one time
Those flashing lights come from everywhere
The way they hit her I have to stop and stare
She's got me love stoned
Man, I swear she's bad, and she knows
I think that she knows
Those flashing lights seem to cause a glare
The way they hit her I just stop and stare
She's got me love stoned from everywhere
She's bad, and she knows
I think that she knows
Those flashing lights come from everywhere
The way they hit her I have to stop and stare
She's got me love stoned
Man, I swear she's bad, and she knows
I think that she knows
Those flashing lights come from everywhere
The way they hit her I just stop and stare
She's got me love stoned
I think I'm love stoned
She's got me love stoned
I think that she knows, think that she knows, oh, oh
I think that she knows, think that she knows, oh, oh
I think that she knows, think that she knows, oh, oh
Those flashing lights come from everywhere
The way they hit her I just stop and stare
I'm love stoned from everywhere, and she knows
I think that she knows
Think that she knows, oh, oh
And now I walk around without a care
She's got me hooked, it just ain't fair, but I
I'm love stoned, and I could swear
That she knows
Think that she knows, oh, oh
She knows, she knows, oh, oh"
Justin Timberlake,make it right,"I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
Little baby with the sun dress on
Looking so damn right you're wrong
Make me want to write my own little song for you
The way the thing just wiggle in the air
Turn around and then you flip your hair
I could think of a couple positions for you
Your wasting no time talking to me
Must be something you want me to see
Well baby girl don't mind me if I do
So take the stage just show me what you got
Feeling lucky let me touch your spot
Might be leaving with me before the night is through
I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
Your body's saying things I ain't never heard
You did the shake-shake and I kinda went berserk
Gotta give it to you girl you're one of a kind
When you took my hand up so calm
Touched it to your cherry lip balm
A million nasty things went through my mind
So baby tell me what you're doing later on
'Cause I'm thinking me and you could get along
Baby girl don't mind me if I do
So take the stage just show me what you got
Feeling lucky let me touch your spot
Might be leaving with me before the night is through
I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
(You might be right for me)
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
(Yea, yea, work that thing right)
Yea, Bubba come stumblin' in
Get up huntin' 'betty' with Justin and them
We must be the fliest of southerner men
That's your girl, well buddy don't fumble it then
You better get her, I'm totally into my zone
Come on girl, close your eyes pretend it's your home
I will be puttin' my signature on
That thing I don't even want to finish the song, let's go
I'm gettin' discouraged with her
Too late now her friend, I surely prefer
Listen to every word that I slur
Other dudes be huggin' and nourishin' her, not me
I bet you remember the night
Good ol' Bubba K came into her life
Test the water let me know if the temperature right
Thank you ma'am, its certainly been a delight, uh-huh
I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
(Make sure it's right for me, yea)
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
(Work that thing right, yea)
I got plans tonight
And you, you know what I like
(You know what I like)
And you're approaching me right
But I gotta make sure it's right for me
I got plans tonight
And you, you know what I like
(You know what I like)
And you're approaching me right
But you gotta work that thing right for me
(So right for me)
Hey, hey
So right for me
You so right for me"
Justin Timberlake,man of the woods,"I brag about you to anyone outside
But I'm a man of the woods, it's my pride
I'm sorry baby, you know I tried
But I'm a man of the woods, it's my pride
Hey, sugar plum, look at where we are
So tonight, if I take it too far, that's okay because you know
I hear the making up's fun
Been a minute since we've had some time to breathe
So if you see another side of me that's okay because you know
I hear the making up's fun
But then your hands talking, fingers walking, down your legs
Say ""Where's the faucet?""
Someone's knocking like they know but
Baby, don't you stop it, yes I'm watching
Your hand slides down the light
And girl you know
I brag about you to anyone outside
But I'm a man of the woods, it's my pride
I'm sorry baby, you know I tried
But I'm a man of the woods, it's my pride
Well I got your sweet little twist of lime
And this one's neat, well you know that's mine, here we go
And do it twice because you know we like it
And damn anybody if they disagree, they don't understand
You're just like me, they don't know
We do it twice 'cause we know we like it
But then your hands talking, fingers walking, down your legs
Say ""Where's the faucet?""
Someone's knocking like they know but
Baby, don't you stop it, yes I'm watching
Your hand slides down the light (light, light)
And girl you know
I brag about you to anyone outside
But I'm a man of the woods, it's my pride
I'm sorry baby, you know I tried
But I'm a man of the woods, it's my pride
How do I even explain what I've got with you
I try to find the words but they hide and that's the truth
And nobody will ever understand what we do
There's only one me and you
Come here, hold me, 'cause there's only one me and you, yeah
There's only one me and you, uh
There's only one me and you
You know there's only one me and you
I brag about you to anyone outside
But I'm a man of the woods, it's my pride
I'm sorry baby, you know I tried
But I'm a man of the woods, it's my pride
I wrote this to let you know
And I let them feelings show
I'm the man of the woods and you're my pride
Ooh, I can't make them understand
But you know I'm a southern man
A man of the woods and you're my pride, ooh, hey hey
A man of the woods is my pride
Now let the beat ride like"
Justin Timberlake,midnight summer jam,"Y'all can't do better than this
Y'all can't do better than this
Y'all can't do better than this
Act like the south ain't the shit
Act like the south ain't the shit
Act like the south ain't the shit
Y'all can't do better than this
Y'all can't do better than this
Act like the south ain't the shit, wait
It's just a midnight summer's jam
The air's so thin, but we don't give a damn
The starry sky across the night
Where we pretend it's our last chance to dance
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
It's in the air, hospitality
Anything you want, what's mine is yours
But, don't you worry about the way I talk, woo
It's where I'm from, come and get you some, uh
Hey, all of the locals are happy to get out and meet a new face
We dance in circles, on and on, dosey-do and then we sway
Even the old folks'll come out and rock
And we just hopin' the music don't stop 'til the next day
It's just a midnight summer's jam
The air's so thin, but we don't give a damn
The starry sky across the night
Where we pretend it's our last chance to dance
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
Y'all can't do better than this
Y'all can't do better than this
Y'all can't do better than this
Act like the south ain't the shit
Act like the south ain't the shit
Act like the south ain't the shit
Y'all can't do better than this
Y'all can't do better than this
Act like the south ain't the shit
Act like the south ain't the shit
Act like the south ain't the, south ain't the shit
Summer nights, I love those
Summer nights, I love those
Summer nights, I love those
Summer nights, it's sweaty out here, baby
Go hard
I glow, I glow, I glow, I glow
I glow, I glow, I glow, I glow
Go, go hard
I glow, I glow, I glow, I glow
I glow, I glow, I glow, I glow
Brother E, hit me with somethin'
I glow, I glow, I glow, I glow
I glow, I glow, I glow, I glow
Ugh, come on
I glow, I glow, I glow, I glow
I glow, I glow, I glow, I glow
I don't like it, I love it, ugh
I glow, I glow, I glow, I glow
I glow, I glow, I glow, I glow
Ugh, come on, move somethin'
I glow, I glow, I glow, I glow
I glow, I glow, I glow, I glow
Wait, it's just a midnight summer's jam
The air's so thin, but we don't give a damn
The starry sky across the night
Where we pretend it's our last chance to dance
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
It starts at midnight, midnight, midnight
Start it over (I glow, I glow, I glow, I glow)
I glow, I glow, I glow, I glow
I glow, I glow, I glow, I glow
After midnight
Please don't stop the music
I glow, I glow, I glow, I glow
Move somethin'
After midnight
Please don't stop the music
I glow, I glow, I glow, I glow
Shake somethin'
After midnight, please don't stop the music
I glow, I glow, I glow, I glow
Feels good
I glow, I glow, I glow, I glow
After midnight, please don't stop the music"
Justin Timberlake,mirrors,"Aren't you something to admire, 'cause your shine is something like a mirror
And I can't help but notice, you reflect in this heart of mine
If you ever feel alone and the glare makes me hard to find
Just know that I'm always parallel on the other side
'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the glass, I'm here trying to pull you through
You just gotta be strong
'Cause I don't wanna lose you now
I'm looking right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Coming back into you once I figured it out
You were right here all along
It's like you're my mirror
My mirror staring back at me
I couldn't get any bigger
With anyone else beside of me
And now it's clear as this promise
That we're making two reflections into one
'Cause it's like you're my mirror
My mirror staring back at me, staring back at me
Aren't you something, an original, 'cause it doesn't seem merely assembled
And I can't help but stare 'cause I see truth somewhere in your eyes
Ooh I can't ever change without you, you reflect me, I love that about you
And if I could, I would look at us all the time
'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the glass, I'm here trying to pull you through
You just gotta be strong
'Cause I don't wanna lose you now
I'm looking right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Coming back into you once I figured it out
You were right here all along
It's like you're my mirror
My mirror staring back at me
I couldn't get any bigger
With anyone else beside of me
And now it's clear as this promise
That we're making two reflections into one
'Cause it's like you're my mirror
My mirror staring back at me, staring back at me
Yesterday is history
Tomorrow's a mystery
I can see you looking back at me
Keep your eyes on me
Baby, keep your eyes on me
I don't wanna lose you now
I'm looking right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Coming back into you once I figured it out
You were right here all along
It's like you're my mirror
My mirror staring back at me
I couldn't get any bigger
With anyone else beside of me
And now it's clear as this promise
That we're making two reflections into one
'Cause it's like you're my mirror
My mirror staring back at me, staring back at me
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
Now you're the inspiration for this precious song
And I just wanna see your face light up since you put me on
So now I say goodbye to the old me, it's already gone
And I can't wait wait wait wait wait to get you home
Just to let you know, you are
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
Girl you're my reflection, all I see is you
My reflection, in everything I do
You're my reflection and all I see is you
My reflection, in everything I do
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life
You are you are the love of my life"
